noise_level_1_loop.thisN,key_resp_2.keys,trials.thisIndex,noise_level_1_loop.thisIndex,key_resp_3.rt,FileName,noise_level_2_loop.thisIndex,noise_level_3_loop.ran,noise_level_1_loop.thisRepN,noise_level_3_loop.thisTrialN,session,Phoneme3Surprisal,noise_level_3_loop.thisN,__datetime,key_resp_2.rt,OS,noise_level_3_loop.thisIndex,__experimentName,LexicalFrequency,key_resp_6.keys,key_resp_7.keys,key_resp_5.rt,noise_level_3_loop.thisRepN,FilePath,expName,key_resp_5.keys,key_resp_3.keys,Phoneme2Surprisal,Condition,key_resp_4.rt,textbox_3.text,trials.thisRepN,psychopyVersion,NoiseLevel,noise_level_2_loop.thisRepN,noise_level_2_loop.ran,trials.thisTrialN,trials.ran,frameRate,key_resp.rt,noise_level_2_loop.thisTrialN,trials.thisN,date,noise_level_1_loop.thisTrialN,textbox_2.text,__participant,key_resp.keys,__session,Words,key_resp_4.keys,noise_level_1_loop.ran,participant,key_resp_7.rt,Phoneme1Surprisal,noise_level_2_loop.thisN,key_resp_6.rt,textbox.text
﻿57,,,57,,full_stimuli_Zan-add_Pink_noise__50.wav,,,0,,001,0.2739726027,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,,,2.430000000000007,,Stimuli/Experimental Stimuli/full_stimuli_Zan-add_Pink_noise__50.wav,syllable_storage,return,,0.08138238573,Nonce,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,57,,100715,,001,Zan,,1,100715,,0.007265805354,,,zan
﻿58,,,47,,full_stimuli_Van-add_Pink_noise__50.wav,,,0,,001,0.5162454874,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,22811819,,,2.4189999999999827,,Stimuli/Experimental Stimuli/full_stimuli_Van-add_Pink_noise__50.wav,syllable_storage,return,,0.1221879135,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,58,,100715,,001,Van,,1,100715,,0.01836296626,,,van
﻿59,,,16,,full_stimuli_Gum-add_Pink_noise__50.wav,,,0,,001,0.1008403361,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,606884,,,2.2069999999999936,,Stimuli/Experimental Stimuli/full_stimuli_Gum-add_Pink_noise__50.wav,syllable_storage,return,,0.05120481928,Real,,,,2022.2.5,1,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,59,,100715,,001,Gum,,1,100715,,0.03764934592,,,gum
﻿,,,,,full_stimuli_Fik-add_Pink_noise__60.wav,12,,,,001,0.08149779736,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Fik-add_Pink_noise__60.wav,syllable_storage,,,0.08812111801,Nonce,,,,2022.2.5,2,0,1,,,59.95203836927736,,0,,2024-01-17_06h46.18.900,,fick,100715,,001,Fik,,,100715,,0.04173180511,0,4.802999999999997,
﻿,,,,,full_stimuli_Yam-add_Pink_noise__60.wav,54,,,,001,0.03333333333,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,178583,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Yam-add_Pink_noise__60.wav,syllable_storage,,,0.07531380753,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,1,,2024-01-17_06h46.18.900,,yam,100715,,001,Yam,,,100715,,0.009679640355,1,1.6539999999999964,
﻿,,,,,full_stimuli_Zek-add_Pink_noise__60.wav,59,,,,001,0.0625,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Zek-add_Pink_noise__60.wav,syllable_storage,,,0.1070234114,Nonce,,,,2022.2.5,2,0,1,,,59.95203836927736,,2,,2024-01-17_06h46.18.900,,zeck,100715,,001,Zek,,,100715,,0.007265805354,2,2.7139999999999986,
﻿,,,,,full_stimuli_jab-add_Pink_noise__60.wav,22,,,,001,0.03157894737,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,43915,return,,,,Stimuli/Experimental Stimuli/full_stimuli_jab-add_Pink_noise__60.wav,syllable_storage,,,0.0953815261,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,3,,2024-01-17_06h46.18.900,,jab,100715,,001,Jab,,,100715,,0.01613543396,3,2.0179999999999723,
﻿,,,,,full_stimuli_Vop-add_Pink_noise__60.wav,49,,,,001,0,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Vop-add_Pink_noise__60.wav,syllable_storage,,,0.06396118218,Nonce,,,,2022.2.5,2,0,1,,,59.95203836927736,,4,,2024-01-17_06h46.18.900,,vock,100715,,001,Vop,,,100715,,0.01836296626,4,5.632999999999981,
﻿,,,,,full_stimuli_Lid-add_Pink_noise__60.wav,28,,,,001,0.02024922118,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,214889,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Lid-add_Pink_noise__60.wav,syllable_storage,,,0.1231772832,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,5,,2024-01-17_06h46.18.900,,lid,100715,,001,Lid,,,100715,,0.04221781216,5,1.632000000000005,
﻿,,,,,full_stimuli_Hut-add_Pink_noise__60.wav,21,,,,001,0.04461942257,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,922435,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Hut-add_Pink_noise__60.wav,syllable_storage,,,0.06365914787,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,6,,2024-01-17_06h46.18.900,,tut,100715,,001,Hut,,,100715,,0.04847920295,6,2.9569999999999936,
﻿,,,,,full_stimuli_Kit-add_Pink_noise__60.wav,25,,,,001,0.06637168142,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,2634837,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Kit-add_Pink_noise__60.wav,syllable_storage,,,0.03729988447,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,7,,2024-01-17_06h46.18.900,,kip,100715,,001,Kit,,,100715,,0.09815722328,7,1.4599999999999795,
﻿,,,,,full_stimuli_Vep-add_Pink_noise__60.wav,48,,,,001,0,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Vep-add_Pink_noise__60.wav,syllable_storage,,,0.09307454786,Nonce,,,,2022.2.5,2,0,1,,,59.95203836927736,,8,,2024-01-17_06h46.18.900,,veck,100715,,001,Vep,,,100715,,0.01836296626,8,2.007000000000005,
﻿,,,,,full_stimuli_leak-add_Pink_noise__60.wav,26,,,,001,0.05247813411,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,163674,return,,,,Stimuli/Experimental Stimuli/full_stimuli_leak-add_Pink_noise__60.wav,syllable_storage,,,0.06580966999,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,9,,2024-01-17_06h46.18.900,,leak,100715,,001,Leak,,,100715,,0.04221781216,9,1.9309999999999832,
﻿,,,,,full_stimuli_Jug-add_Pink_noise__60.wav,23,,,,001,0.07826086957,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,250685,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Jug-add_Pink_noise__60.wav,syllable_storage,,,0.05773092369,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,10,,2024-01-17_06h46.18.900,,jud,100715,,001,Jug,,,100715,,0.01613543396,10,1.867999999999995,
﻿,,,,,full_stimuli_mix-add_Pink_noise__60.wav,33,,,,001,0.07520891365,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,3333067,return,,,,Stimuli/Experimental Stimuli/full_stimuli_mix-add_Pink_noise__60.wav,syllable_storage,,,0.08052035438,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,11,,2024-01-17_06h46.18.900,,mix,100715,,001,Mix,,,100715,,0.07222874732,11,1.407000000000039,
﻿,,,,,full_stimuli_hen-add_Pink_noise__60.wav,18,,,,001,0.1649746193,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,1644660,return,,,,Stimuli/Experimental Stimuli/full_stimuli_hen-add_Pink_noise__60.wav,syllable_storage,,,0.1316624896,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,12,,2024-01-17_06h46.18.900,,pen,100715,,001,Hen,,,100715,,0.04847920295,12,1.2519999999999527,
﻿,,,,,full_stimuli_rig-add_Pink_noise__60.wav,40,,,,001,0.06060606061,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,344794,return,,,,Stimuli/Experimental Stimuli/full_stimuli_rig-add_Pink_noise__60.wav,syllable_storage,,,0.06909961113,Real,,,,2022.2.5,2,0,1,,,59.95203836927736,,13,,2024-01-17_06h46.18.900,,rig,100715,,001,Rig,,,100715,,0.05415738528,13,2.072999999999979,
﻿,,,,,full_stimuli_Lek-add_Pink_noise__60.wav,27,,,,001,0.08,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,0,return,,,,Stimuli/Experimental Stimuli/full_stimuli_Lek-add_Pink_noise__60.wav,syllable_storage,,,0.1055257099,Nonce,,,,2022.2.5,2,0,1,,,59.95203836927736,,14,,2024-01-17_06h46.18.900,,leck,100715,,001,Lek,,,100715,,0.04221781216,14,4.475999999999999,
